Customer_Number,Attrition_Flag,Age,Date_of_birth,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
3715053633,Existing Customer,38,1/27/1986,M,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,4,9515.00,0,9515.00,0.790,4642,61,0.605,0.000
3715057458,Existing Customer,57,7/24/1967,F,1,High School,Married,Unknown,Blue,36,5,2,3,1734.00,980,754.00,0.639,4313,92,0.917,0.565
3715057458,Existing Customer,57,7/24/1967,F,1,High School,Married,Unknown,Blue,36,5,2,3,1734.00,980,754.00,0.639,4313,92,0.917,0.565
3715059708,Existing Customer,60,7/10/1964,M,1,Unknown,Married,$60K - $80K,Blue,54,5,3,3,3398.00,2341,1057.00,0.714,1169,31,0.409,0.689
3715060533,Existing Customer,41,6/25/1983,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029.00,1576,6453.00,0.826,1094,32,0.524,0.196
3715061733,Attrited Customer,34,2/17/1990,M,2,High School,Single,$60K - $80K,Blue,36,2,3,2,9719.00,2517,7202.00,0.906,9183,51,0.700,0.259
3715062708,Existing Customer,45,4/19/1979,M,3,Doctorate,Single,$60K - $80K,Silver,34,3,3,1,27494.00,879,26615.00,0.671,14375,112,0.672,0.032
3715064808,Existing Customer,50,3/7/1974,M,2,Uneducated,Single,$80K - $120K,Blue,42,3,3,4,1645.00,0,1645.00,0.771,3838,60,0.463,0.000
3715065558,Existing Customer,36,7/23/1988,M,3,Uneducated,Married,$60K - $80K,Blue,22,6,3,4,2224.00,1772,452.00,0.810,2004,44,0.419,0.797
3715067508,Existing Customer,40,1/30/1984,M,3,Graduate,Married,$60K - $80K,Blue,31,6,3,4,17126.00,1201,15925.00,0.802,3891,79,0.881,0.070
3715068558,Existing Customer,43,4/21/1981,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3006.00,879,2127.00,0.759,5125,87,0.740,0.292
3715069383,Existing Customer,38,6/12/1986,F,3,Doctorate,Single,Unknown,Blue,32,6,4,4,3072.00,1970,1102.00,0.671,4245,82,0.952,0.641
3715070283,Existing Customer,41,8/12/1983,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,2,1783.00,1282,501.00,0.504,3853,76,0.617,0.719
3715071858,Existing Customer,42,3/12/1982,M,3,College,Single,$60K - $80K,Blue,36,4,1,3,11698.00,1060,10638.00,1.282,3539,81,0.929,0.091
3715075608,Existing Customer,45,7/3/1979,F,3,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,8121.00,1595,6526.00,0.743,1914,45,0.500,0.196
3715081608,Existing Customer,60,7/23/1964,F,1,Uneducated,Divorced,$40K - $60K,Blue,52,4,2,3,2802.00,2517,285.00,0.664,4392,81,0.723,0.898
3715081608,Existing Customer,60,7/23/1964,F,1,Uneducated,Divorced,$40K - $60K,Blue,52,4,2,3,2802.00,2517,285.00,0.664,4392,81,0.723,0.898
3715082658,Existing Customer,41,8/3/1983,F,3,Unknown,Unknown,$40K - $60K,Blue,36,2,6,2,4451.00,0,4451.00,0.726,4456,75,0.974,0.000
3715084383,Existing Customer,26,1/15/1998,F,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3,3930.00,0,3930.00,0.758,2067,42,0.355,0.000
3715086483,Attrited Customer,57,8/20/1967,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,3,3,23714.00,0,23714.00,0.981,8463,62,0.824,0.000
3715087608,Existing Customer,47,6/28/1977,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.30,772,666.30,1.451,2250,40,0.905,0.537
3715088508,Existing Customer,64,2/28/1960,F,0,Graduate,Married,Unknown,Blue,36,3,1,3,7646.00,1010,6636.00,0.421,1667,47,0.469,0.132
3715089333,Existing Customer,54,2/9/1970,M,1,College,Married,$80K - $120K,Blue,42,4,1,4,9642.00,2517,7125.00,0.614,1401,35,0.458,0.261
3715090383,Existing Customer,37,1/6/1987,F,1,High School,Single,Unknown,Blue,36,3,2,3,6730.00,1093,5637.00,1.010,4814,89,0.854,0.162
3715092258,Existing Customer,40,4/22/1984,M,2,Graduate,Married,$40K - $60K,Blue,36,5,2,2,2494.00,1492,1002.00,0.744,3407,61,0.694,0.598
3715093758,Existing Customer,33,3/1/1991,F,1,Uneducated,Married,Less than $40K,Blue,23,2,2,3,1830.00,1777,53.00,0.639,5271,76,0.854,0.971
3715093758,Existing Customer,33,3/1/1991,F,1,Uneducated,Married,Less than $40K,Blue,23,2,2,3,1830.00,1777,53.00,0.639,5271,76,0.854,0.971
3715095858,Existing Customer,61,3/8/1963,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939.00,1999,940.00,2.145,2434,33,1.538,0.680
3715100133,Existing Customer,45,2/27/1979,M,4,Graduate,Single,$60K - $80K,Silver,36,2,3,4,28564.00,2517,26047.00,0.711,14875,107,0.783,0.088
3715101333,Existing Customer,42,2/26/1982,M,3,High School,Married,$80K - $120K,Blue,36,2,3,3,18177.00,841,17336.00,0.888,8512,94,0.679,0.046
3715103508,Existing Customer,49,3/1/1975,F,2,College,Married,Less than $40K,Blue,41,3,1,3,2115.00,1598,517.00,0.934,4450,68,0.545,0.756
3715108458,Existing Customer,52,3/31/1972,M,2,High School,Single,$120K +,Blue,43,3,2,3,34516.00,761,33755.00,0.916,4313,82,0.547,0.022
3715112433,Existing Customer,50,1/11/1974,F,2,Unknown,Married,$40K - $60K,Blue,36,5,1,2,2295.00,1277,1018.00,0.308,2245,47,0.679,0.556
3715112433,Existing Customer,50,1/11/1974,F,2,Unknown,Married,$40K - $60K,Blue,36,5,1,2,2295.00,1277,1018.00,0.308,2245,47,0.679,0.556
3715116033,Existing Customer,28,3/29/1996,F,0,Graduate,Single,Unknown,Silver,15,3,3,3,32024.00,1232,30792.00,1.040,2507,64,0.882,0.038
3715117158,Existing Customer,33,1/9/1991,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,6551.00,1440,5111.00,0.629,2429,77,0.453,0.220
3715119633,Existing Customer,44,7/8/1980,F,3,College,Married,Unknown,Blue,36,3,1,4,8729.00,1427,7302.00,0.829,5347,96,0.524,0.163
3715124058,Attrited Customer,54,4/10/1970,M,1,Unknown,Single,$80K - $120K,Blue,36,2,3,2,11077.00,573,10504.00,0.973,8165,87,0.776,0.052
3715127133,Existing Customer,39,6/24/1985,M,5,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,1438.30,0,1438.30,0.677,4596,82,0.745,0.000
3715128183,Existing Customer,45,8/19/1979,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,1,20274.00,2100,18174.00,0.584,5274,66,0.610,0.104
3715130733,Existing Customer,44,7/28/1980,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,14546.00,1703,12843.00,0.955,1273,27,0.588,0.117
3715132983,Existing Customer,55,4/2/1969,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,3,2653.00,0,2653.00,0.969,5052,81,0.761,0.000
3715134108,Existing Customer,43,2/12/1981,F,1,College,Single,Less than $40K,Blue,36,3,2,2,3342.00,2517,825.00,0.977,5848,81,0.800,0.753
3715135083,Existing Customer,50,6/7/1974,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,24742.00,1676,23066.00,0.566,1306,31,0.550,0.068
3715137333,Existing Customer,48,7/5/1976,M,3,Doctorate,Divorced,$120K +,Blue,36,4,3,2,34516.00,2517,31999.00,0.697,1699,48,0.846,0.073
3715138533,Existing Customer,49,7/26/1975,F,2,Unknown,Married,Less than $40K,Blue,36,5,3,3,1438.30,863,575.30,0.605,4482,67,0.914,0.600
3715139358,Existing Customer,51,1/15/1973,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,2902.00,1634,1268.00,0.588,4748,74,0.510,0.563
3715139358,Existing Customer,51,1/15/1973,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,2902.00,1634,1268.00,0.588,4748,74,0.510,0.563
3715140108,Existing Customer,46,4/8/1978,F,3,Graduate,Divorced,Unknown,Blue,36,1,3,2,3515.00,0,3515.00,0.876,15079,116,0.841,0.000
3715140933,Existing Customer,45,4/11/1979,M,3,Graduate,Single,$60K - $80K,Silver,34,5,1,1,34516.00,1664,32852.00,0.730,4912,80,0.739,0.048
3715142883,Existing Customer,52,4/1/1972,F,2,College,Divorced,$40K - $60K,Gold,43,2,2,3,23981.00,2114,21867.00,0.721,15281,100,0.724,0.088
3715146708,Existing Customer,51,3/17/1973,M,3,High School,Single,$40K - $60K,Blue,36,4,3,4,5000.00,942,4058.00,0.604,4077,81,0.653,0.188
3715151058,Existing Customer,45,2/17/1979,F,3,Graduate,Single,$40K - $60K,Silver,39,5,2,4,21425.00,1459,19966.00,1.061,3704,60,0.538,0.068
3715153458,Existing Customer,45,7/12/1979,F,1,High School,Divorced,Less than $40K,Blue,36,6,2,2,9433.00,1578,7855.00,0.660,3910,81,0.653,0.167
3715154508,Existing Customer,40,6/20/1984,F,3,High School,Single,Unknown,Blue,36,3,3,2,6384.00,2034,4350.00,0.493,4413,83,0.886,0.319
3715156683,Attrited Customer,34,6/22/1990,F,2,College,Married,Less than $40K,Blue,36,1,3,2,1696.00,0,1696.00,0.782,2325,56,0.556,0.000
3715158783,Existing Customer,51,7/10/1973,F,2,Graduate,Married,Less than $40K,Blue,43,1,3,3,3683.00,1039,2644.00,0.595,4684,86,0.755,0.282
3715161108,Attrited Customer,44,4/2/1980,F,3,Unknown,Single,Unknown,Blue,34,2,3,3,26021.00,0,26021.00,1.040,8898,60,0.538,0.000
3715163134,Existing Customer,29,9/22/1997,M,1,College,Single,$60K - $80K,Blue,36,5,3,2,5346.00,0,5346.00,0.928,3253,80,0.818,0.000
3715163283,Existing Customer,41,2/15/1983,M,4,Uneducated,Single,$40K - $60K,Blue,36,4,3,4,3636.00,1884,1752.00,0.924,4254,79,0.491,0.518
3715164183,Attrited Customer,49,3/1/1975,F,0,Unknown,Married,Less than $40K,Blue,39,1,3,3,4982.00,2517,2465.00,0.903,9274,65,0.857,0.505
3715165158,Existing Customer,61,3/8/1963,M,0,High School,Single,$40K - $60K,Blue,49,6,1,4,2122.00,975,1147.00,0.807,5224,85,0.667,0.459
3715166508,Existing Customer,44,3/27/1980,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.00,1533,32983.00,0.924,1603,29,0.526,0.044
3715168608,Existing Customer,48,1/7/1976,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,3117.00,1603,1514.00,1.167,1437,37,0.609,0.514
3715171758,Existing Customer,44,5/5/1980,F,4,High School,Single,$40K - $60K,Blue,38,6,3,3,7881.00,2517,5364.00,0.738,3068,77,0.711,0.319
3715172733,Attrited Customer,48,5/16/1976,F,2,Graduate,Single,Less than $40K,Blue,41,4,2,3,2168.00,1323,845.00,0.687,2499,38,0.407,0.610
3715175883,Existing Customer,44,3/1/1980,M,3,Post-Graduate,Married,$120K +,Blue,35,3,4,1,27391.00,587,26804.00,0.821,2862,56,1.240,0.021
3715178133,Existing Customer,36,7/7/1988,M,3,Graduate,Divorced,$40K - $60K,Blue,28,4,2,3,8995.00,1547,7448.00,0.923,2398,61,0.794,0.172
3715179108,Existing Customer,47,2/21/1977,F,3,Graduate,Married,Less than $40K,Blue,36,5,2,2,7051.00,0,7051.00,0.527,1451,37,0.194,0.000
3715180308,Existing Customer,45,4/30/1979,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3,3735.00,2113,1622.00,0.684,7059,82,0.577,0.566
3715180308,Existing Customer,45,4/30/1979,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3,3735.00,2113,1622.00,0.684,7059,82,0.577,0.566
3715184283,Existing Customer,31,4/14/1993,M,1,College,Married,$80K - $120K,Blue,36,4,1,0,25215.00,1445,23770.00,1.033,2588,48,1.000,0.057
3715185108,Existing Customer,40,3/26/1984,M,3,Graduate,Married,$60K - $80K,Blue,36,4,4,4,2223.00,597,1626.00,0.572,3331,67,0.675,0.269
3715188858,Existing Customer,47,1/7/1977,F,2,Unknown,Single,Less than $40K,Blue,41,5,3,1,2289.00,1611,678.00,0.648,4817,77,0.750,0.704
3715190058,Existing Customer,49,4/25/1975,F,2,High School,Married,Unknown,Blue,36,6,2,3,15704.00,0,15704.00,0.924,4253,91,0.685,0.000
3715192233,Existing Customer,51,7/21/1973,F,3,High School,Married,Less than $40K,Blue,35,6,1,3,3025.00,1912,1113.00,0.674,4626,78,0.773,0.632
3715193433,Existing Customer,47,3/29/1977,M,3,Post-Graduate,Unknown,Unknown,Silver,38,2,1,2,33184.00,855,32329.00,0.728,7190,93,0.525,0.026
3715196733,Existing Customer,43,3/26/1981,M,4,Graduate,Married,$80K - $120K,Blue,35,3,2,3,3304.00,2517,787.00,0.741,14565,120,0.818,0.762
3715197858,Existing Customer,26,8/7/1998,F,1,Unknown,Single,Unknown,Blue,15,3,4,3,5464.00,0,5464.00,0.700,2473,46,0.484,0.000
3715200408,Existing Customer,57,2/4/1967,F,1,Graduate,Unknown,$40K - $60K,Blue,49,3,3,2,3672.00,886,2786.00,1.320,1464,28,0.556,0.241
3715201383,Existing Customer,47,5/8/1977,F,5,Unknown,Married,Unknown,Blue,41,1,2,3,2675.00,1999,676.00,0.679,4138,64,0.561,0.747
3715202433,Existing Customer,48,7/24/1976,M,2,High School,Married,$120K +,Blue,36,6,5,2,29963.00,2094,27869.00,0.648,1205,28,0.867,0.070
3715203558,Existing Customer,61,6/16/1963,F,0,High School,Single,Unknown,Blue,51,4,2,2,8476.00,0,8476.00,0.675,3889,67,0.489,0.000
3715204308,Attrited Customer,53,8/31/1971,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,4,2575.00,411,2164.00,0.833,2423,43,0.593,0.160
3715205508,Existing Customer,46,1/28/1978,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,2391.00,1625,766.00,0.662,7649,101,0.603,0.680
3715206633,Existing Customer,45,1/16/1979,M,3,Graduate,Married,$40K - $60K,Blue,35,5,3,2,3538.00,0,3538.00,0.653,4123,74,0.762,0.000
3715207758,Existing Customer,43,5/4/1981,M,3,Uneducated,Unknown,$40K - $60K,Blue,38,5,4,2,9449.00,1914,7535.00,0.870,4658,93,0.722,0.203
3715209933,Existing Customer,39,8/4/1985,F,3,Graduate,Unknown,Unknown,Silver,30,6,3,5,33905.00,2070,31835.00,0.685,15335,99,0.768,0.061
3715210908,Existing Customer,56,8/22/1968,F,2,Graduate,Married,Unknown,Blue,36,6,2,3,2015.00,807,1208.00,0.831,5209,76,0.767,0.400
3715213233,Existing Customer,63,7/18/1961,M,2,High School,Married,$40K - $60K,Blue,36,2,2,2,5007.00,930,4077.00,0.885,1050,28,1.154,0.186
3715214208,Existing Customer,47,1/21/1977,F,4,Doctorate,Single,Less than $40K,Blue,36,3,2,2,2765.00,901,1864.00,0.898,4990,80,0.905,0.326
3715215483,Existing Customer,39,6/20/1985,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1,1,2536.00,913,1623.00,1.059,1750,35,1.333,0.360
3715216533,Existing Customer,31,4/8/1993,F,1,High School,Single,Less than $40K,Blue,22,5,1,5,6662.00,0,6662.00,0.934,3264,83,0.766,0.000
3715217583,Existing Customer,46,1/16/1978,F,1,Unknown,Single,Less than $40K,Blue,39,2,2,1,2029.00,1074,955.00,0.514,4802,90,0.800,0.529
3715219458,Existing Customer,32,3/26/1992,M,0,High School,Single,$60K - $80K,Blue,36,1,1,1,6224.00,1965,4259.00,0.739,13630,124,0.699,0.316
3715220433,Existing Customer,40,4/17/1984,F,1,High School,Married,Unknown,Blue,31,3,3,4,15970.00,1212,14758.00,0.542,1260,32,0.524,0.076
3715222233,Existing Customer,41,6/11/1983,F,2,College,Married,Less than $40K,Blue,36,5,5,1,1438.30,0,1438.30,0.686,4565,84,0.714,0.000
3715225233,Existing Customer,54,5/7/1970,F,2,Unknown,Married,Less than $40K,Blue,46,4,3,3,2611.00,1573,1038.00,0.902,4899,68,0.581,0.602
3715227033,Existing Customer,48,5/26/1976,M,4,Doctorate,Single,$80K - $120K,Blue,36,6,3,4,18102.00,1381,16721.00,0.513,1486,32,0.143,0.076
3715227858,Existing Customer,33,2/6/1991,F,2,High School,Single,Unknown,Blue,25,5,1,4,11922.00,792,11130.00,0.667,2154,61,0.525,0.066
3715230633,Existing Customer,31,5/5/1993,F,0,High School,Married,Less than $40K,Blue,22,4,2,1,3273.00,2517,756.00,1.465,2726,57,0.727,0.769
3715232658,Attrited Customer,52,1/18/1972,F,3,Graduate,Married,Less than $40K,Blue,36,5,3,3,2566.00,1079,1487.00,0.554,2340,36,0.500,0.420
3715235583,Existing Customer,56,8/31/1968,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,4,5991.00,1993,3998.00,0.673,1867,53,0.767,0.333
3715237758,Existing Customer,36,6/14/1988,F,3,College,Single,Less than $40K,Blue,36,5,2,3,1964.00,0,1964.00,0.776,4240,60,0.622,0.000
3715242183,Existing Customer,61,5/18/1963,M,0,Post-Graduate,Married,$40K - $60K,Blue,53,5,1,2,5561.00,1434,4127.00,1.423,1820,42,0.826,0.258
3715243233,Existing Customer,38,6/2/1986,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,2836.00,862,1974.00,0.772,4121,83,0.694,0.304
3715244133,Existing Customer,54,3/5/1970,F,1,High School,Single,$40K - $60K,Blue,36,6,3,3,4717.00,1590,3127.00,0.802,4216,67,0.595,0.337
3715245933,Existing Customer,47,1/25/1977,F,3,Uneducated,Married,Less than $40K,Blue,36,3,3,2,1819.00,1235,584.00,0.798,4636,75,0.705,0.679
3715246908,Existing Customer,42,6/5/1982,F,4,College,Divorced,$40K - $60K,Blue,36,4,3,2,3734.00,2517,1217.00,0.724,4792,87,0.740,0.674
3715247808,Existing Customer,53,1/19/1971,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,3,4737.00,1649,3088.00,0.748,7802,88,0.492,0.348
3715250808,Existing Customer,46,2/20/1978,M,4,High School,Married,$80K - $120K,Blue,37,3,2,3,15535.00,1302,14233.00,0.461,3718,66,0.610,0.084
3715251708,Existing Customer,34,3/2/1990,M,3,High School,Married,$120K +,Blue,25,3,2,4,23959.00,2517,21442.00,0.926,1870,45,0.667,0.105
3715253583,Existing Customer,45,3/4/1979,F,2,Graduate,Single,$40K - $60K,Blue,36,5,3,1,2293.00,1304,989.00,0.708,5047,94,0.679,0.569
3715253583,Existing Customer,45,3/4/1979,F,2,Graduate,Single,$40K - $60K,Blue,36,5,3,1,2293.00,1304,989.00,0.708,5047,94,0.679,0.569
3715257633,Existing Customer,30,7/18/1994,F,1,Graduate,Married,Less than $40K,Blue,36,3,2,2,7087.00,1060,6027.00,0.709,1712,37,0.609,0.150
3715259658,Existing Customer,49,1/11/1975,F,3,Graduate,Single,Unknown,Blue,36,3,2,2,3375.00,0,3375.00,0.629,13992,103,0.807,0.000
3715260708,Existing Customer,55,3/5/1969,M,2,Unknown,Single,$80K - $120K,Blue,48,3,2,3,8082.00,1138,6944.00,0.723,4277,59,0.788,0.141
3715262508,Existing Customer,58,8/16/1966,F,2,High School,Divorced,Unknown,Gold,36,5,4,3,34516.00,1864,32652.00,0.664,3595,52,0.733,0.054
3715263558,Existing Customer,48,6/14/1976,M,4,Unknown,Single,$80K - $120K,Blue,38,5,2,3,5543.00,1372,4171.00,0.744,5266,79,0.795,0.248
3715266783,Existing Customer,50,4/1/1974,M,2,College,Single,$60K - $80K,Blue,36,5,3,2,5965.00,688,5277.00,0.673,3382,58,1.071,0.115
3715267833,Existing Customer,38,3/11/1986,M,1,High School,Married,$60K - $80K,Blue,32,4,2,1,3657.00,1687,1970.00,1.357,2758,55,0.833,0.461
3715269708,Existing Customer,53,1/31/1971,F,2,High School,Married,Less than $40K,Blue,44,3,2,3,5362.00,1901,3461.00,0.816,1553,38,1.000,0.355
3715270683,Existing Customer,44,8/28/1980,F,4,High School,Single,$40K - $60K,Blue,36,3,2,2,2055.00,0,2055.00,0.975,7674,80,0.633,0.000
3715271583,Existing Customer,37,1/19/1987,F,1,Graduate,Single,Less than $40K,Blue,36,6,2,4,6827.00,0,6827.00,0.754,2621,49,0.815,0.000
3715275333,Existing Customer,48,3/20/1976,F,1,High School,Single,Less than $40K,Blue,36,4,3,3,1438.30,812,626.30,0.667,3868,80,0.702,0.565
3715275333,Existing Customer,48,3/20/1976,F,1,High School,Single,Less than $40K,Blue,36,4,3,3,1438.30,812,626.30,0.667,3868,80,0.702,0.565
3715278633,Existing Customer,42,1/22/1982,M,3,Graduate,Married,$40K - $60K,Gold,36,3,2,5,23981.00,1399,22582.00,0.712,14840,125,0.761,0.058
3715279608,Existing Customer,50,4/27/1974,M,4,Post-Graduate,Married,$120K +,Blue,36,4,1,3,17374.00,2517,14857.00,0.743,15473,128,0.707,0.145
3715281858,Existing Customer,50,8/11/1974,F,2,Uneducated,Single,Less than $40K,Blue,37,3,3,0,8520.00,814,7706.00,0.504,1193,35,0.346,0.096
3715286808,Existing Customer,52,1/8/1972,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287.00,1676,22611.00,0.506,5495,69,0.816,0.069
3715287708,Existing Customer,55,3/16/1969,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111.00,1209,902.00,0.594,2803,61,0.605,0.573
3715287708,Existing Customer,55,3/16/1969,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111.00,1209,902.00,0.594,2803,61,0.605,0.573
3715288833,Existing Customer,55,8/20/1969,M,2,Unknown,Single,$60K - $80K,Blue,36,5,3,1,1594.00,927,667.00,0.985,3851,65,0.806,0.582
3715289808,Existing Customer,52,7/7/1972,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,1,4,1438.30,0,1438.30,0.529,1679,39,0.500,0.000
3715292058,Existing Customer,43,5/3/1981,F,3,High School,Single,Less than $40K,Blue,36,3,3,2,1438.30,0,1438.30,0.689,4401,73,0.698,0.000
3715297833,Existing Customer,41,7/11/1983,F,4,Graduate,Married,$40K - $60K,Blue,33,6,3,2,6230.00,1173,5057.00,0.607,3769,77,0.540,0.188
3715302033,Existing Customer,31,8/14/1993,M,1,College,Single,$40K - $60K,Blue,36,3,1,2,11109.00,2045,9064.00,0.625,13988,92,0.840,0.184
3715304208,Attrited Customer,46,6/27/1978,M,2,College,Single,$80K - $120K,Blue,38,2,3,2,10309.00,0,10309.00,0.451,1760,40,0.600,0.000
3715308033,Attrited Customer,41,1/15/1983,F,4,College,Unknown,Unknown,Blue,22,4,2,3,1438.30,1125,313.30,0.611,2534,52,0.486,0.782
3715308933,Existing Customer,40,8/28/1984,M,2,High School,Divorced,$40K - $60K,Blue,32,1,3,2,7566.00,1618,5948.00,0.720,7570,88,0.544,0.214
3715310808,Existing Customer,39,4/12/1985,M,1,Uneducated,Single,$80K - $120K,Blue,36,1,1,3,34458.00,846,33612.00,0.817,8271,94,0.880,0.025
3715313733,Existing Customer,46,6/27/1978,F,4,High School,Married,Less than $40K,Blue,36,5,2,1,2374.00,1332,1042.00,0.686,4253,81,0.884,0.561
3715313733,Existing Customer,46,6/27/1978,F,4,High School,Married,Less than $40K,Blue,36,5,2,1,2374.00,1332,1042.00,0.686,4253,81,0.884,0.561
3715315083,Attrited Customer,42,1/23/1982,F,3,Graduate,Single,Less than $40K,Blue,27,6,2,2,2053.00,0,2053.00,0.866,3053,50,0.562,0.000
3715317108,Attrited Customer,42,6/9/1982,M,5,High School,Married,$60K - $80K,Blue,36,1,2,3,1866.00,0,1866.00,0.798,2833,42,0.355,0.000
3715319208,Existing Customer,50,2/4/1974,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,2,1912.00,0,1912.00,0.728,4851,87,0.642,0.000
3715320333,Existing Customer,53,3/20/1971,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,3,1,11450.00,2129,9321.00,0.956,2197,45,0.957,0.186
3715321308,Existing Customer,35,1/8/1989,M,2,Post-Graduate,Single,$60K - $80K,Blue,24,2,3,1,3388.00,1659,1729.00,0.842,13557,100,0.724,0.490
3715322283,Existing Customer,41,7/23/1983,F,2,Graduate,Single,Less than $40K,Blue,29,4,2,3,2670.00,2079,591.00,0.649,3895,59,0.788,0.779
3715325133,Existing Customer,40,5/28/1984,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,6,3,2,4640.00,1555,3085.00,0.780,3870,70,0.707,0.335
3715325958,Existing Customer,51,5/26/1973,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.00,2107,8999.00,0.948,1243,24,1.000,0.190
3715328133,Existing Customer,55,7/3/1969,F,1,College,Single,Less than $40K,Blue,36,4,2,1,3520.00,1914,1606.00,0.510,1407,43,0.483,0.544
3715330083,Attrited Customer,48,8/24/1976,M,3,Uneducated,Married,$120K +,Blue,36,5,2,4,34516.00,787,33729.00,0.763,1312,32,0.600,0.023
3715331133,Attrited Customer,39,6/5/1985,M,2,Unknown,Married,$120K +,Blue,36,6,3,3,34516.00,2517,31999.00,1.052,7866,63,0.750,0.073
3715332108,Existing Customer,33,6/17/1991,F,2,Doctorate,Married,$40K - $60K,Blue,36,4,2,1,2748.00,1867,881.00,0.816,4314,75,1.027,0.679
3715333083,Existing Customer,43,3/5/1981,F,3,Unknown,Married,Unknown,Blue,36,4,2,1,6971.00,1506,5465.00,0.570,3575,67,0.675,0.216
3715337808,Attrited Customer,45,6/14/1979,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477.00,2517,1960.00,1.022,4996,55,0.486,0.562
3715337808,Attrited Customer,45,6/14/1979,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477.00,2517,1960.00,1.022,4996,55,0.486,0.562
3715338783,Attrited Customer,41,7/4/1983,F,5,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1495.00,0,1495.00,0.686,2622,70,0.628,0.000
3715345683,Existing Customer,43,6/10/1981,F,5,Uneducated,Single,Less than $40K,Blue,36,2,1,2,1855.00,907,948.00,0.816,4191,81,0.761,0.489
3715348908,Existing Customer,32,2/27/1992,M,1,High School,Single,$60K - $80K,Blue,36,4,2,2,2999.00,0,2999.00,0.812,3018,80,0.778,0.000
3715349883,Existing Customer,64,8/26/1960,F,1,High School,Divorced,Unknown,Blue,36,3,3,1,18038.00,1184,16854.00,0.827,4168,64,0.600,0.066
3715350858,Existing Customer,39,5/29/1985,M,1,High School,Unknown,$40K - $60K,Blue,28,5,2,4,2222.00,0,2222.00,0.843,4792,62,0.722,0.000
3715351983,Existing Customer,54,2/21/1970,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.00,1289,693.00,0.939,1377,49,0.690,0.650
3715354008,Existing Customer,42,3/4/1982,F,3,High School,Single,Less than $40K,Blue,32,5,3,3,1931.00,1297,634.00,1.037,4693,66,0.833,0.672
3715355958,Existing Customer,36,3/28/1988,F,1,High School,Single,Less than $40K,Blue,36,6,3,1,6116.00,2517,3599.00,0.691,2369,56,0.750,0.412
3715357908,Existing Customer,40,7/24/1984,M,4,High School,Married,Less than $40K,Blue,35,3,3,1,4402.00,1524,2878.00,0.628,3063,57,0.900,0.346
3715362108,Existing Customer,32,3/17/1992,F,2,Unknown,Married,Less than $40K,Blue,20,1,3,2,9761.00,1470,8291.00,0.796,14334,97,0.732,0.151
3715363008,Existing Customer,49,5/18/1975,F,2,Post-Graduate,Single,Unknown,Blue,36,3,3,2,24904.00,0,24904.00,0.636,5176,71,0.479,0.000
